payment_id,expected_status,expected_settlement_id,expected_bank_txn_id,expected_variance_paise,scenario,expected_review_flag
pay_393,FULLY_RECONCILED,setl_393,bank_393,0,clean,false
pay_394,AMOUNT_MISMATCH,setl_394,bank_394,90000,amount_mismatch,true
pay_395,FULLY_RECONCILED,setl_395,bank_395,0,adjustment,false
pay_396,MISSING_IN_SETTLEMENT,,,0,missing_settlement,true
pay_397,FULLY_RECONCILED,setl_397,bank_397,0,clean,false
pay_398,FULLY_RECONCILED,setl_398,bank_398,0,clean,false
pay_399,AMOUNT_MISMATCH,setl_399,bank_399,-30000,amount_mismatch,true
pay_400,TIMING_DELAY,setl_400,,0,delayed_bank_credit,true
pay_401,FULLY_RECONCILED,setl_401,bank_401,0,clean,false
pay_402,TIMING_DELAY,setl_402,,0,delayed_bank_credit,true
pay_403,TIMING_DELAY,setl_403,,0,delayed_bank_credit,true
pay_404,DUPLICATE,setl_404,bank_404,0,duplicate_bank,true
pay_405,FULLY_RECONCILED,setl_405,bank_405,0,clean,false
pay_406,TIMING_DELAY,setl_406,,0,delayed_bank_credit,true
pay_407,FULLY_RECONCILED,setl_407,bank_407,0,clean,false
pay_408,FULLY_RECONCILED,setl_408,bank_408,0,clean,false
pay_409,FULLY_RECONCILED,setl_409,bank_409,0,clean,false
pay_410,FULLY_RECONCILED,setl_410,bank_410,0,clean,false
pay_411,FULLY_RECONCILED,setl_411,bank_411,0,clean,false
pay_412,TIMING_DELAY,setl_412,,0,delayed_bank_credit,true
pay_413,FULLY_RECONCILED,setl_413,bank_413,0,clean,false
pay_414,MISSING_BANK_CREDIT,setl_414,,0,missing_bank_credit,true
pay_415,MISSING_BANK_CREDIT,setl_415,,0,missing_bank_credit,true
pay_416,FULLY_RECONCILED,setl_416,bank_416,0,clean,false
pay_417,DUPLICATE,setl_417,bank_417,0,duplicate_settlement,true
pay_418,MISSING_IN_SETTLEMENT,,,0,missing_settlement,true
pay_419,FULLY_RECONCILED,setl_419,bank_419,0,clean,false
pay_420,AMOUNT_MISMATCH,setl_420,bank_420,-45000,amount_mismatch,true
pay_421,FULLY_RECONCILED,setl_421,bank_421,0,clean,false
pay_422,TIMING_DELAY,setl_422,,0,delayed_bank_credit,true
pay_423,FULLY_RECONCILED,setl_423,bank_423,0,clean,false
pay_424,FULLY_RECONCILED,setl_424,bank_424,0,clean,false
pay_425,FULLY_RECONCILED,setl_425,bank_425,0,missing_utr,false
pay_426,FULLY_RECONCILED,setl_426,bank_426,0,clean,false
pay_427,FULLY_RECONCILED,setl_427,bank_427,0,same_amount_clean,false
pay_428,FULLY_RECONCILED,setl_428,bank_428,0,clean,false
pay_429,TIMING_DELAY,setl_429,,0,delayed_bank_credit,true
pay_430,TIMING_DELAY,setl_430,,0,delayed_bank_credit,true
pay_431,MISSING_IN_SETTLEMENT,,,0,missing_settlement,true
pay_432,FULLY_RECONCILED,setl_432,bank_432,0,clean,false
pay_433,FULLY_RECONCILED,setl_433,bank_433,0,clean,false
pay_434,FULLY_RECONCILED,setl_434,bank_434,0,clean,false
pay_435,FULLY_RECONCILED,setl_435,bank_435,0,clean,false
pay_436,FULLY_RECONCILED,setl_436,bank_436,0,clean,false
pay_437,FULLY_RECONCILED,setl_437,bank_437,0,clean,false
pay_438,FULLY_RECONCILED,setl_438,bank_438,0,clean,false
pay_439,FULLY_RECONCILED,setl_439,bank_439,0,missing_utr,false
pay_440,FULLY_RECONCILED,setl_440,bank_440,0,clean,false
pay_441,AMOUNT_MISMATCH,setl_441,bank_441,-120000,amount_mismatch,true
pay_442,FULLY_RECONCILED,setl_442,bank_442,0,clean,false
pay_443,TIMING_DELAY,setl_443,,0,delayed_bank_credit,true
pay_444,FULLY_RECONCILED,setl_444,bank_444,0,clean,false
pay_445,MISSING_IN_SETTLEMENT,,,0,missing_settlement,true
pay_446,FULLY_RECONCILED,setl_446,bank_446,0,clean,false
pay_447,FULLY_RECONCILED,setl_447,bank_447,0,clean,false
pay_448,FULLY_RECONCILED,setl_448,bank_448,0,clean,false
pay_449,FULLY_RECONCILED,setl_449,bank_449,0,refund,false
pay_450,FULLY_RECONCILED,setl_450,bank_450,0,adjustment,false
pay_451,FULLY_RECONCILED,setl_451,bank_451,0,clean,false
pay_452,AMOUNT_MISMATCH,setl_452,bank_452,15000,amount_mismatch,true
pay_453,FULLY_RECONCILED,setl_453,bank_453,0,clean,false
pay_454,FULLY_RECONCILED,setl_454,bank_454,0,clean,false
pay_455,MISSING_BANK_CREDIT,setl_455,,0,missing_bank_credit,true
pay_456,FULLY_RECONCILED,setl_456,bank_456,0,clean,false
pay_457,FULLY_RECONCILED,setl_457,bank_457,0,refund,false
pay_458,FULLY_RECONCILED,setl_458,bank_458,0,missing_utr,false
pay_459,FULLY_RECONCILED,setl_459,bank_459,0,clean,false
pay_460,AMOUNT_MISMATCH,setl_460,bank_460,-60000,amount_mismatch,true
pay_461,FULLY_RECONCILED,setl_461,bank_461,0,missing_utr,false
pay_462,FULLY_RECONCILED,setl_462,bank_462,0,clean,false
pay_463,MISSING_BANK_CREDIT,setl_463,,0,missing_bank_credit,true
pay_464,AMOUNT_MISMATCH,setl_464,bank_464,90000,amount_mismatch,true
pay_465,FULLY_RECONCILED,setl_465,bank_465,0,clean,false
pay_466,TIMING_DELAY,setl_466,,0,delayed_bank_credit,true
pay_467,FULLY_RECONCILED,setl_467,bank_467,0,clean,false
pay_468,FULLY_RECONCILED,setl_468,bank_468,0,clean,false
pay_469,FULLY_RECONCILED,setl_469,bank_469,0,clean,false
pay_470,FULLY_RECONCILED,setl_470,bank_470,0,refund,false
pay_471,FULLY_RECONCILED,setl_471,bank_471,0,missing_utr,false
pay_472,TIMING_DELAY,setl_472,,0,delayed_bank_credit,true
pay_473,FULLY_RECONCILED,setl_473,bank_473,0,missing_utr,false
pay_474,FULLY_RECONCILED,setl_474,bank_474,0,clean,false
pay_475,FULLY_RECONCILED,setl_475,bank_475,0,same_amount_clean,false
pay_476,FULLY_RECONCILED,setl_476,bank_476,0,clean,false
pay_477,TIMING_DELAY,setl_477,,0,delayed_bank_credit,true
pay_478,FULLY_RECONCILED,setl_478,bank_478,0,clean,false
pay_479,FULLY_RECONCILED,setl_479,bank_479,0,clean,false
pay_480,FULLY_RECONCILED,setl_480,bank_480,0,clean,false
pay_481,FULLY_RECONCILED,setl_481,bank_481,0,clean,false
pay_482,FULLY_RECONCILED,setl_482,bank_482,0,clean,false
pay_483,FULLY_RECONCILED,setl_483,bank_483,0,clean,false
pay_484,FULLY_RECONCILED,setl_484,bank_484,0,clean,false
pay_485,TIMING_DELAY,setl_485,,0,delayed_bank_credit,true
pay_486,FULLY_RECONCILED,setl_486,bank_486,0,clean,false
pay_487,FULLY_RECONCILED,setl_487,bank_487,0,clean,false
pay_488,MISSING_BANK_CREDIT,setl_488,,0,missing_bank_credit,true
pay_489,NEEDS_HUMAN_REVIEW,setl_489,,0,ambiguous_review,true
pay_490,TIMING_DELAY,setl_490,,0,delayed_bank_credit,true
pay_491,FULLY_RECONCILED,setl_491,bank_491,0,clean,false
pay_492,FULLY_RECONCILED,setl_492,bank_492,0,missing_utr,false
pay_493,FULLY_RECONCILED,setl_493,bank_493,0,clean,false
pay_494,FULLY_RECONCILED,setl_494,bank_494,0,clean,false
pay_495,FULLY_RECONCILED,setl_495,bank_495,0,clean,false
pay_496,FULLY_RECONCILED,setl_496,bank_496,0,clean,false
pay_497,FULLY_RECONCILED,setl_497,bank_497,0,missing_utr,false
pay_498,FULLY_RECONCILED,setl_498,bank_498,0,clean,false
pay_499,FULLY_RECONCILED,setl_499,bank_499,0,clean,false
pay_500,TIMING_DELAY,setl_500,,0,delayed_bank_credit,true
